-117.918939,33.642727,24 Hour Fitness - Costa Mesa Newport Cardio Equipment; Free Weights; Free WiFi; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Non-Reg Basketball Court; Personal Training*; Personal Training Area; Personal Viewing Screens; Pro Shop*; Racquetball Court; Sauna; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Training Club 24 - TORCH*; Whirlpool; Club Number: 00891; Open Date: 11/19/2011 12:00:00 AM,(949) 610-0651,1870 Harbor Blvd Suite B4,Costa Mesa,CA,92627,USA
-122.468782,37.665711,24 Hour Fitness - Daly City Cardio Equipment; Free Weights; Full Sized Basketball Court; Group Exercise; Indoor Lap Pool; Personal Training*; Racquetball Court; Sauna; Steam Room; Whirlpool; Club Number: 00507; Open Date: 1/1/1989 12:00:00 AM,(650) 756-3303,373 Gellert Blvd,Daly City,CA,94015,USA
-118.141198,33.920379,24 Hour Fitness - Downey Cardio Equipment; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Training Area; Pro Shop; Sauna; Steam Room; Strength Machines; Towel Service; Training Club 24 - IGNITE*; Training Club 24 - TORCH*; Whirlpool; Club Number: 00877; Open Date: 12/5/2015 12:00:00 AM,(562) 382-6230,8810 Apollo Way,Downey,CA,90242,USA
-117.553129,33.975168,24 Hour Fitness - Eastvale Cardio Equipment; Free Weights; Free WiFi; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Training Area; Personal Viewing Screens; Pro Shop; Racquetball Court; Sauna; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Training Club 24 - TORCH*; Whirlpool; Club Number: 00893; Open Date: 5/18/2013 12:00:00 AM,(951) 360-1696,12354 Limonite Avenue,Eastvale,CA,91752-3671,USA
-116.963557,32.79496,24 Hour Fitness - El Cajon Main St Cardio Equipment; Circuit Training; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Training Area; Personal Viewing Screens; Pro Shop*; Sauna; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Training Club 24 - TORCH*; Whirlpool; Club Number: 00880; Open Date: 12/18/2009 12:00:00 AM,(619) 442-0293,198 W Main St,El Cajon,CA,92020,USA
-121.371699,38.450322,24 Hour Fitness - Elk Grove Calvine Cardio Equipment; Coin Collect Lockers; Free Weights; Group Cycling; Group Exercise; Kids' Club*; Personal Training*; Personal Training Area; Pro Shop*; Strength Machines; Club Number: 00808; Open Date: 11/9/2007 12:00:00 AM,(916) 681-2424,8461 Elk Grove Florin Road,Elk Grove,CA,95624,USA
-117.283173,33.0362,24 Hour Fitness - Encinitas Cardio Equipment; Circuit Training; Coin Collect Lockers; Free Weights; Group Cycling; Group Exercise; Kids' Club*; Personal Training*; Personal Training Area; Strength Machines; Training Club 24 - IGNITE*; Club Number: 00114; Open Date: 8/1/1993 12:00:00 AM,(760) 634-2760,455 Santa Fe Drive,Encinitas,CA,92024,USA
-117.09705,33.113456,24 Hour Fitness - Escondido La Terraza Cardio Equipment; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Viewing Screens; Pro Shop*; Sauna; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Whirlpool; Club Number: 00095; Open Date: 8/30/1999 12:00:00 AM,(760) 233-1024,400 La Terraza Blvd,Escondido,CA,92025,USA
-117.060783,33.133367,24 Hour Fitness - Escondido East Valley Parkway Cardio Equipment; Free Weights; Group Cycling; Group Exercise; Kids' Club*; Personal Training*; Personal Training Area; Pro Shop*; Training Club 24 - IGNITE*; Club Number: 00859; Open Date: 10/10/2008 12:00:00 AM,(760) 705-3096,1529 E. Valley Parkway,Escondido,CA,92027,USA
-122.055182,38.2629,24 Hour Fitness - Solano Mall - Fairfield Cardio Equipment; Circuit Training; Free Weights; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Pro Shop*; Sauna; Steam Room; Training Club 24 - IGNITE*; Whirlpool; Club Number: 00803; Open Date: 6/8/2007 12:00:00 AM,(707) 423-9450,1519 Gateway Blvd.,Fairfield,CA,94533,USA
